title,height,length,art_type,medium_text,date_text,age,house,sale_date,price,author,performance,source,country
"Nine views of the Alhambra Palace, Granada",22 1/8,18,Unknown,,,,Christie's,1969-12-31 18:00:43.564,3274.43,jesus rafael soto,0.0,artsy,venezuela
La Spirale,50.0,25.0,Painting,acrylic glass and metal on painted panel,,,Bukowski,1969-12-31 18:00:43.563,3452.72,jesus rafael soto,-0.29,artsy,venezuela
Caroni,83.7,59.0,Print,Color screenprint,1971.0,48.0,Artcuria,1969-12-31 18:00:43.537,1031.0,jesus rafael soto,0.14,artsy,venezuela
Composition,49.0,34.0,Print,Color lithograph,,,Artcuria,1969-12-31 18:00:43.537,441.0,jesus rafael soto,-0.35,artsy,venezuela
Stele Bleu Et Verte,77.5,45.7,Print,"Color screenprint on Plexiglas, painted wood elements, nylon string and Plexiglas multiple",1995.0,72.0,Swan,1969-12-31 18:00:43.418,16250.0,jesus rafael soto,0.3,artsy,venezuela
DOS PLATA,17.9,100.3,Sculpture,painted wood and metal construction,,,Sotheby's,1969-12-31 18:00:43.418,175000.0,jesus rafael soto,0.75,artsy,venezuela
TES POLICROMAS,14,61.9,Sculpture,painted wood with metal elements,,,Sotheby's,1969-12-31 18:00:43.418,150000.0,jesus rafael soto,-0.14,artsy,venezuela
GRANDE RELATION NOIRE ET BLEUE,16.5,107.3,Sculpture,painted wood construction ,,,Sotheby's,1969-12-31 18:00:43.418,399000.0,jesus rafael soto,0.0,artsy,venezuela
Jai Alai,61.5,49.5,Print,Set of 4 color screenprints on Plexiglas,1969.0,46.0,Swan,1969-12-31 18:00:43.241,5500.0,jesus rafael soto,0.1,artsy,venezuela
Q.B. 1,44.5,162.8,Painting,acrylic on wood panel with metal and nylon string,,,Sotheby's,1969-12-31 18:00:43.236,435000.0,jesus rafael soto,-0.13,artsy,venezuela
UNTITLED (SCULPTURE MOBILE),15.9,40,Painting,acrylic on wood panel with painted metal and nylon string,,,Sotheby's,1969-12-31 18:00:43.236,125000.0,jesus rafael soto,2.57,artsy,venezuela
COLUMNAS BLANCAS Y AMARILLAS,41.9,99.1,Painting,acrylic on wood panel with painted metal and nylon string,,,Sotheby's,1969-12-31 18:00:43.236,465000.0,jesus rafael soto,0.86,artsy,venezuela
CERCLE BLANC ET JAUNE,14.8,40,Painting,acrylic on wood panel with painted metal and nylon string,,,Sotheby's,1969-12-31 18:00:43.236,237500.0,jesus rafael soto,1.97,artsy,venezuela
VIBRACIÓN BLANCA,100,100,Sculpture,painted wood with wire elements,,,Sotheby's,1969-12-31 18:00:43.235,1035000.0,jesus rafael soto,0.48,artsy,venezuela
SQUARES IN VIBRATION,17,62,Sculpture,paint on wood and metal,,,Sotheby's,1969-12-31 18:00:43.190,119444.24,jesus rafael soto,0.88,artsy,venezuela
Composition,74.8,55.0,Print,Color screenprint,,,Artcuria,1969-12-31 18:00:43.186,1280.0,jesus rafael soto,0.04,artsy,venezuela
Work,16.5,63.8,Print,Screenprint,,,SBI Art Auctio,1969-12-31 18:00:43.126,900.0,jesus rafael soto,-0.11,artsy,venezuela
SANS TITRE (VIBRACIÓN),17.8,63,Painting,mixed media on wood,,,Sotheby's,1969-12-31 18:00:43.055,675000.0,jesus rafael soto,0.93,artsy,venezuela
COLOR Y BLANCO SUPERIOR,15.2,152.4,Sculpture,painted metal and wood ,,,Sotheby's,1969-12-31 18:00:43.055,471000.0,jesus rafael soto,-0.06,artsy,venezuela
LIGNE ET POINT SUR LE CERCLE,11.4,37.1,Sculpture,painted wood construction with metal ,,,Sotheby's,1969-12-31 18:00:43.055,193750.0,jesus rafael soto,2.88,artsy,venezuela
"Screen print A (from Jai Alai series) ,n1969",61.6,49.53,Print,screenprint on perspex,1969.0,46.0,Larsen Art Auctio,1969-12-31 18:00:43.027,800.0,jesus rafael soto,-0.47,artsy,venezuela
"Screen print C (from Jai Alai series) ,n1969",61.6,49.53,Print,screenprint on perspex,1969.0,46.0,Larsen Art Auctio,1969-12-31 18:00:43.027,600.0,jesus rafael soto,-0.6,artsy,venezuela
"Screen print B (from Jai Alai series) ,n1969",61.6,48.89,Print,screenprint on perspex,1969.0,46.0,Larsen Art Auctio,1969-12-31 18:00:43.027,600.0,jesus rafael soto,-0.6,artsy,venezuela
MULTIPLE III (FROM JAI ALAI SERIES),21,24,Sculpture,"Plexiglas, silkscreen, painted metal sticks and nylon thread",,,Sotheby's,1969-12-31 18:00:43.013,8982.17,jesus rafael soto,1.75,artsy,venezuela
NEGRO Y BLANCO,20,102,Sculpture,"acrylic on wood, nylon string and painted metal",,,Sotheby's,1969-12-31 18:00:43.007,192021.13,jesus rafael soto,0.5,artsy,venezuela
"Vibrations (from the folio vibrations) ,n1969",58.4,45.7,Print,Color silkscreen,1969.0,46.0,Waddington,1969-12-31 18:00:42.998,1115.0,jesus rafael soto,0.1,artsy,venezuela
"Vibration ,",29.0,42.5,Print,Multiple with screenprint on acrylic glass an plastic,,,Bukowski,1969-12-31 18:00:42.892,5873.0,jesus rafael soto,0.13,artsy,venezuela
"Komposition ,n1971",71.0,27.0,Print,color silkscreen on smooth firm cardboard,1971.0,48.0,Galerie Basseng,1969-12-31 18:00:42.881,614.0,jesus rafael soto,0.1,artsy,venezuela
"Variation En Noir Violet Et Bleu ,n1970",67.31,67.31,Print,Lithograph in colors with embossing,1970.0,47.0,Heritage Auction,1969-12-31 18:00:42.879,1125.0,jesus rafael soto,-0.1,artsy,venezuela
"Couleur et bord noir, de Madrid series",89.0,69.0,Print,silkscreen,,,Morton Casa de Subasta,1969-12-31 18:00:42.872,5303.0,jesus rafael soto,-0.23,artsy,venezuela
Milan écriture circulaire,75.0,66.0,Print,silkscreen,,,Morton Casa de Subasta,1969-12-31 18:00:42.872,5303.0,jesus rafael soto,-0.23,artsy,venezuela
Cube with Ambiguous Space,39.0,39.0,Print,Silkscreen on plexiglas cube,,,Weschler',1969-12-31 18:00:42.866,7000.0,jesus rafael soto,-0.3,artsy,venezuela
Ohne Titel (aus: Caroni),55.0,38.0,Print,color serigraph on cardboard,1971.0,48.0,Venator & Hanstei,1969-12-31 18:00:42.818,702.0,jesus rafael soto,0.08,artsy,venezuela
Oro y Cobalto,55.0,75.0,Print,screenprint on paper,1980.0,57.0,Wrigh,1969-12-31 18:00:42.788,2838.0,jesus rafael soto,0.14,artsy,venezuela
"Columbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992nColumbus: In Search of a New Tomorrow ,n1986n-n1992",76.0,58.0,Print,"screenprints, offset prints, c-prints on vellum",1986.0,63.0,Karl & Fabe,1969-12-31 18:00:42.710,16135.0,jesus rafael soto,0.0,artsy,venezuela
Vibration,16.0,48.0,Sculpture,"Plexiglass, silkscreen and metal sticks at nylon threads",1969.0,46.0,Grisebac,1969-12-31 18:00:42.705,5333.0,jesus rafael soto,0.0,artsy,venezuela
Suite Olimpic Centennial,63.0,90.0,Print,lithograph on vélin d'Arches paper,1992.0,69.0,Alcala Subasta,1969-12-31 18:00:42.704,853.0,jesus rafael soto,0.0,artsy,venezuela
LE GRAND CARRÉ ARGENT ,153.0,153.0,,paintings,1989.0,66.0,Sotheby's,1969-12-31 18:00:42.696,432500.0,jesus rafael soto,0.08,artsy,venezuela
LE GRAND CARRÉ ARGENT,153,153,Sculpture,acrylic on aluminum and wood,,,Sotheby's,1969-12-31 18:00:42.696,432500.0,jesus rafael soto,0.08,artsy,venezuela
LIGHT TRAP (PIÈGE DE LUMIÈRE),13,29,Textile Arts,"wood, paper and nylon threads with silkscreen",,,Sotheby's,1969-12-31 18:00:42.696,18750.0,jesus rafael soto,0.07,artsy,venezuela
VIBRACIÓN NEGRA,35,106,Painting,oil on panel with metal rods and nylon wire ,,,Sotheby's,1969-12-31 18:00:42.696,552500.0,jesus rafael soto,0.58,artsy,venezuela
"Cuadrado virtual azul, con gris",81.9,81.9,Sculpture,"painted wood, metal rod with nylon strings",,,Phillip,1969-12-31 18:00:42.695,274000.0,jesus rafael soto,-0.22,artsy,venezuela
Sin título,48.0,48.0,Print,engraving,,,Morton Casa de Subasta,1969-12-31 18:00:42.690,4412.0,jesus rafael soto,-0.22,artsy,venezuela
Sans titre,75.0,75.0,Print,color lithograph,,,Cornette de Saint Cy,1969-12-31 18:00:42.688,1072.0,jesus rafael soto,0.0,artsy,venezuela
Vibrations,67.0,51.0,Print,portfolio with 8 color screenprints and complete text,1969.0,46.0,Swann Gallerie,1969-12-31 18:00:42.688,7500.0,jesus rafael soto,-0.25,artsy,venezuela
Senza titolo,99.0,70.0,Print,lithograph,,,Aste Boett,1969-12-31 18:00:42.667,1393.0,jesus rafael soto,0.16,artsy,venezuela
Vibrations Metalliques,30.0,27.0,Work on Paper,mixed media,,,Bukowski,1969-12-31 18:00:42.660,16603.0,jesus rafael soto,1.09,artsy,venezuela
Bleu blanc rouge,69.0,69.0,Print,color silkscreen,,,Artcuria,1969-12-31 18:00:42.659,1144.0,jesus rafael soto,0.49,artsy,venezuela
Abstraction,91.0,60.0,Painting,oil on canvas,,,Trinity International Auction,1969-12-31 18:00:42.657,750.0,jesus rafael soto,-0.29,artsy,venezuela
Caroni,42.0,42.0,Print,color screenprint on cardboard,1971.0,48.0,Hampel Kunstauktione,1969-12-31 18:00:42.634,792.0,jesus rafael soto,-0.29,artsy,venezuela
"Hannover, 1968",20.0,54.0,Photography,"plexiglas, screen print, nylon thread, metal bars",1968.0,45.0,Shapiro Auction,1969-12-31 18:00:42.629,4875.0,jesus rafael soto,0.22,artsy,venezuela
Vibration,18.0,53.0,Sculpture,screenprint on plexiglas,,,Simpson Gallerie,1969-12-31 18:00:42.622,4000.0,jesus rafael soto,-0.2,artsy,venezuela
"Multiple II, from Jai Alai Series",52.0,14.0,Sculpture,screenprint on plexiglas,,,Simpson Gallerie,1969-12-31 18:00:42.622,3500.0,jesus rafael soto,-0.3,artsy,venezuela
Vibrations,50.0,68.0,Print,color silkscreen and application on cardboard,1969.0,46.0,Meeting Ar,1969-12-31 18:00:42.615,502.0,jesus rafael soto,-0.7,artsy,venezuela
[Untitled],57.0,41.0,Print,silkscreen,,,Fine Art Auctions Miam,1969-12-31 18:00:42.569,600.0,jesus rafael soto,-0.14,artsy,venezuela
Ohne titel,68.0,68.0,Print,color lithograph,,,Hampel Kunstauktione,1969-12-31 18:00:42.543,2926.0,jesus rafael soto,0.84,artsy,venezuela
Screen print,60.5,38.71,Print,screenprint on plexiglas,1969.0,46.0,Shapiro Auction,1969-12-31 18:00:42.510,1920.0,jesus rafael soto,0.92,artsy,venezuela
Screen print,59.99,45.01,Print,screenprint on plexiglas,1969.0,46.0,Shapiro Auction,1969-12-31 18:00:42.510,1792.0,jesus rafael soto,0.79,artsy,venezuela
Screen print a from the,53.7,42.49,Print,screenprint on plexiglas,1969.0,46.0,Shapiro Auction,1969-12-31 18:00:42.510,1690.0,jesus rafael soto,0.69,artsy,venezuela
Screen print,40.01,44.81,Print,screenprint on plexiglas,1969.0,46.0,Shapiro Auction,1969-12-31 18:00:42.510,1690.0,jesus rafael soto,0.69,artsy,venezuela
"Affiche pour l'Exposition, Musée d'Art Moderne Ville de Paris",65.0,37.7,Print,Color screenprint on heavy,1968.0,45.0,Swann Gallerie,1969-12-31 18:00:42.501,1250.0,jesus rafael soto,-0.37,artsy,venezuela
BOSQUE ,88.0,142.0,,paintings,,,Sotheby's,1969-12-31 18:00:43.060,212500.0,joaquin clausell,0.7,artsy,mexico
BOSQUE,142,88,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.060,212500.0,joaquin clausell,0.7,artsy,mexico
Manzanillo,106,70.1,Painting,oil on canvas,1935.0,69.0,Christie's,1969-12-31 18:00:42.879,81250.0,joaquin clausell,0.02,artsy,mexico
Marina,68.0,100.0,Painting,oil on canvas,,,Morton Casa de Subasta,1969-12-31 18:00:42.691,73540.0,joaquin clausell,-0.23,artsy,mexico
La Ola Grande,95.5,146.99,Painting,oil on canvas,,,Morton Casa de Subasta,1969-12-31 18:00:42.145,177410.0,joaquin clausell,0.06,artsy,mexico
Untitled landscape,17.81,22.91,Painting,oil on board,,,Trinity International Auction,1969-12-31 18:00:41.804,3500.0,joaquin clausell,-0.42,artsy,mexico
Paisaje del Iztlacchihuatl,26.7,20.3,Painting,oil on canvas,1935.0,69.0,Christie's,1969-12-31 18:00:41.619,11250.0,joaquin clausell,-0.25,artsy,mexico
Paisaje,16.51,23.01,Painting,oil on cardboard,,,Morton Casa de Subasta,1969-12-31 18:00:41.592,19989.0,joaquin clausell,1.89,artsy,mexico
Paisaje pantanal,23.01,18.49,Painting,oil on board,,,Taja,1969-12-31 18:00:41.379,2554.0,joaquin clausell,-0.8,artsy,mexico
El bosque,29.8,32.4,Painting,oil on canvas,1935.0,69.0,Christie's,1969-12-31 18:00:41.232,40000.0,joaquin clausell,0.45,artsy,mexico
Panoramic landscape,6.76,10.49,Painting,oil on board,,,James D. Julia Auctioneer,1969-12-31 18:00:41.142,920.0,joaquin clausell,-0.08,artsy,mexico
Bosque,55.2,45.4,Painting,oil on canvas,1935.0,69.0,Christie's,1969-12-31 18:00:40.861,68500.0,joaquin clausell,0.71,artsy,mexico
Jarrón con flores (Homenaje a Vincent Van Gogh),76.2,67.3,,,1935.0,69.0,Christie's,1969-12-31 18:00:40.688,92500.0,joaquin clausell,0.16,artsy,mexico
Untitled (landscapes),13.64,21.26,Painting,oil on canvas laid on card (1); oil on card (2),,,Freeman',1969-12-31 18:00:40.677,4800.0,joaquin clausell,0.2,artsy,mexico
Caballos,119.99,110.01,Painting,oil on canvas,1984.0,118.0,Morton Casa de Subasta,1969-12-31 18:00:40.599,371.0,joaquin clausell,-0.25,artsy,mexico
Pradera,23.01,30.0,Painting,oil on cardboard,,,Morton Casa de Subasta,1969-12-31 18:00:40.506,6471.0,joaquin clausell,-0.24,artsy,mexico
Marina,18.29,34.29,Painting,oil on cardboard,,,Morton Casa de Subasta,1969-12-31 18:00:40.366,7407.0,joaquin clausell,-0.1,artsy,mexico
Paisaje,20.5,35.0,Painting,oil on canvas,,,Morton Casa de Subasta,1969-12-31 18:00:40.366,467.0,joaquin clausell,-0.4,artsy,mexico
Marina,15.01,23.7,Painting,oil on cardboard,,,Morton Casa de Subasta,1969-12-31 18:00:40.366,6238.0,joaquin clausell,-0.24,artsy,mexico
Personajes,38.7,41.9,Painting,oil on board,1940.0,66.0,Christie's,1969-12-31 18:00:44.834,69300.0,joaquin torres garcia,-0.01,artsy,uruguay
Construcción universal con gran sol,51.1,65.7,Painting,oil on board laid down on canvas,1945.0,71.0,Sotheby's,1969-12-31 18:00:44.699,378000.0,joaquin torres garcia,0.26,artsy,uruguay
Pez AAÇ,20.3,36.2,Painting,oil on incised wood,1939.0,65.0,Sotheby's,1969-12-31 18:00:44.699,189000.0,joaquin torres garcia,1.7,artsy,uruguay
Still Life with Flowers,49.8,40.6,Painting,oil on canvas laid down on board,1947.0,73.0,Sotheby's,1969-12-31 18:00:44.699,40320.0,joaquin torres garcia,-0.19,artsy,uruguay
Estructura con formas trabadas,75.0,52.8,Painting,tempera on board,1933.0,59.0,Christie's,1969-12-31 18:00:44.695,1260000.0,joaquin torres garcia,0.26,artsy,uruguay
Composición constructiva de estructura coloreada,86.0,105.7,Painting,oil on canvas,1943.0,69.0,Sotheby's,1969-12-31 18:00:44.517,1230000.0,joaquin torres garcia,0.54,artsy,uruguay
Pez,53.0,64.8,Painting,oil on canvas,1932.0,58.0,Sotheby's,1969-12-31 18:00:44.517,315000.0,joaquin torres garcia,0.05,artsy,uruguay
Constructif en bois incise,49.3,29.8,Painting,ink on incised wood,1932.0,58.0,Sotheby's,1969-12-31 18:00:44.517,189000.0,joaquin torres garcia,0.08,artsy,uruguay
Untitled,26.0,28.0,Painting,Oil on canvas,1927.0,53.0,Artcuria,1969-12-31 18:00:44.173,13623.33,joaquin torres garcia,1.25,artsy,uruguay
Grafismo,50.8,41.3,Painting,Oil and gesso on board,1936.0,62.0,Sotheby's,1969-12-31 18:00:44.172,441000.0,joaquin torres garcia,-0.12,artsy,uruguay
Untitled,33.7,26,Painting,oil on cardboard,1949.0,75.0,Christie's,1969-12-31 18:00:44.041,8125.0,joaquin torres garcia,-0.35,artsy,uruguay
LA GARE,24.1,31.4,Work on Paper,encre et crayon sur papier,1930.0,56.0,Sotheby's,1969-12-31 18:00:44.000,44829.0,joaquin torres garcia,0.6,artsy,uruguay
CONSTRUCTIF AVEC NAVIRE,43.0,38.0,Painting,Oil on canvas,1931.0,57.0,Sotheby's,1969-12-31 18:00:43.782,250000.0,joaquin torres garcia,0.0,artsy,uruguay
CONSTRUCTIVO EN BLANCO Y NEGRO (INTI) ,81.0,102.0,Painting,Tempera on cardboard mounted on board,1938.0,64.0,Sotheby's,1969-12-31 18:00:43.781,2180000.0,joaquin torres garcia,-0.13,artsy,uruguay
Têtes,43.2,32.5,Painting,oil on card laid down on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.755,38973.14,joaquin torres garcia,-0.5,artsy,uruguay
UNTITLED,33.0,44.5,Painting,oil on canvas,1901.0,27.0,Sotheby's,1969-12-31 18:00:43.755,38759.0,joaquin torres garcia,-0.12,artsy,uruguay
TÊTE DE FEMME,41.0,31.2,,paintings,1928.0,54.0,Sotheby's,1969-12-31 18:00:43.655,17500.0,joaquin torres garcia,-0.12,artsy,uruguay
"TORRES GARCÍA, Joaquín",110,145,Unknown,,,,Christie's,1969-12-31 18:00:43.650,1825.44,joaquin torres garcia,0.63,artsy,uruguay
"SALVAT-PAPASSEIT, Joan, et Joaquín TORRES GARCIA",140,220,Print,,,,Christie's,1969-12-31 18:00:43.650,2667.95,joaquin torres garcia,4.28,artsy,uruguay
Naturaleza muerta con copita central,43.2,43.2,Painting,oil on cardboard,1949.0,75.0,Christie's,1969-12-31 18:00:43.606,150000.0,joaquin torres garcia,1.14,artsy,uruguay
Constructivo a cinco tonos con dos figuras discutiendo,85,54,Painting,oil on board,1949.0,75.0,Christie's,1969-12-31 18:00:43.606,175000.0,joaquin torres garcia,-0.3,artsy,uruguay
La pareja en su mundo,16.2,11.7,Painting,ink on paper laid on board,1933.0,59.0,Christie's,1969-12-31 18:00:43.602,16250.0,joaquin torres garcia,1.5,artsy,uruguay
La pareja en su mundo,11.7,16.2,Work on Paper,ink on paper laid on board,1949.0,75.0,Christie's,1969-12-31 18:00:43.602,16250.0,joaquin torres garcia,1.5,artsy,uruguay
PANIER AUX FRUITS,35.6,27.3,,paintings,1930.0,56.0,Sotheby's,1969-12-31 18:00:43.599,37500.0,joaquin torres garcia,-0.37,artsy,uruguay
CONSTRUCTIVO A CINCO TONOS,42.5,53.7,Work on Paper,works on paper,1943.0,69.0,Sotheby's,1969-12-31 18:00:43.599,275000.0,joaquin torres garcia,0.1,artsy,uruguay
CONSTRUCCIÓN EN BLANCO,175.3,89.5,,paintings,1931.0,57.0,Sotheby's,1969-12-31 18:00:43.598,3380000.0,joaquin torres garcia,-0.15,artsy,uruguay
CONSTRUCTIVO CON FORMAL DE ANIMAL (ENERGÍA ATÓMICA),53.2,84.8,Work on Paper,works on paper,1946.0,72.0,Sotheby's,1969-12-31 18:00:43.552,472217.0,joaquin torres garcia,0.33,artsy,uruguay
Fragmento de barco (Tabo),39,46,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.423,50000.0,joaquin torres garcia,0.0,artsy,uruguay
La casa,45.1,27.9,Painting,oil on cardboard laid down on panel,1949.0,75.0,Christie's,1969-12-31 18:00:43.423,17500.0,joaquin torres garcia,-0.22,artsy,uruguay
El monasterio,45.7,33.7,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.423,22500.0,joaquin torres garcia,-0.18,artsy,uruguay
Constructivo con formas estructuradas,47,43.8,Painting,oil on cardboard laid down on board,1949.0,75.0,Christie's,1969-12-31 18:00:43.423,348500.0,joaquin torres garcia,0.39,artsy,uruguay
NOTRE DAME,60.3,49.5,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.416,32500.0,joaquin torres garcia,-0.07,artsy,uruguay
HÔTEL DE VILLE (PALAIS DE JUSTICE),46.4,38.1,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.416,57500.0,joaquin torres garcia,0.15,artsy,uruguay
FIGURA DE MUJER,11 7/8,8,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.391,21615.32,joaquin torres garcia,0.88,artsy,uruguay
Objetos sobre plano gris (also known as Still Life with Black Pan),51,35,Painting,oil on cardboard,1949.0,75.0,Christie's,1969-12-31 18:00:43.242,87500.0,joaquin torres garcia,0.03,artsy,uruguay
CAFÉ DE PARÍS,49.5,36.8,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.237,87500.0,joaquin torres garcia,1.19,artsy,uruguay
BARCO-OBJECT,33.7,30.5,Work on Paper,ink on paper,,,Sotheby's,1969-12-31 18:00:43.237,5625.0,joaquin torres garcia,-0.2,artsy,uruguay
CONSTRUCTIF,10.5,8.3,Work on Paper,ink and graphite on paper,,,Sotheby's,1969-12-31 18:00:43.237,4750.0,joaquin torres garcia,-0.05,artsy,uruguay
DESSIN CONSTRUCTIF,9.5,10.5,Work on Paper,ink on paper ,,,Sotheby's,1969-12-31 18:00:43.237,11250.0,joaquin torres garcia,0.88,artsy,uruguay
Untitled,30.8,44.1,Painting,oil on wood,,,Phillip,1969-12-31 18:00:43.235,300000.0,joaquin torres garcia,0.0,artsy,uruguay
PERSONNAGES (UNA FIGURA FEMENINA Y DOS MASCULINAS),2.5,7.2,Painting,Oil on wood,,,Sotheby's,1969-12-31 18:00:43.234,50000.0,joaquin torres garcia,0.0,artsy,uruguay
ABSTRACTION,33,41,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.234,162500.0,joaquin torres garcia,0.3,artsy,uruguay
NATURE MORTE AU PLAT BLANC,26,36.8,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.234,68750.0,joaquin torres garcia,0.38,artsy,uruguay
THE VILLAGE,111.1,72.6,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.234,87500.0,joaquin torres garcia,-0.12,artsy,uruguay
CONSTRUCTIF LA PANNE,35,45,Painting,Oil on cardboard ,,,Sotheby's,1969-12-31 18:00:43.234,507000.0,joaquin torres garcia,0.27,artsy,uruguay
CONSTRUCTIVO EN BLANCO Y NEGRO CON PEZ,70.8,36.5,,paintings,1931.0,57.0,Sotheby's,1969-12-31 18:00:43.233,951000.0,joaquin torres garcia,0.06,artsy,uruguay
CONSTRUCTIVO EN BLANCO Y NEGRO CON PEZ (CONSTRUCTION IN WHITE AND BLACK WITH FISH),36.5,70.8,Painting,Oil on wood,,,Sotheby's,1969-12-31 18:00:43.233,951000.0,joaquin torres garcia,0.06,artsy,uruguay
Composition constructiviste,9,13.2,Work on Paper,ink and pencil on paper,1949.0,75.0,Christie's,1969-12-31 18:00:43.180,7742.78,joaquin torres garcia,0.04,artsy,uruguay
Friso,143,77,Painting,oil and sand on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.158,261000.0,joaquin torres garcia,-0.06,artsy,uruguay
Composición constructiva,20.5,32.5,Painting,oil on cardboard,1949.0,75.0,Christie's,1969-12-31 18:00:43.158,261000.0,joaquin torres garcia,-0.06,artsy,uruguay
CONSTRUCTIVO A CINCO TONOS CON ELEMENTOS DE PUERTO,69,50,Painting,oil on cardboard laid down on fiber board,,,Sotheby's,1969-12-31 18:00:43.059,287500.0,joaquin torres garcia,-0.04,artsy,uruguay
Composición constructiva,46.4,55.2,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.059,756500.0,joaquin torres garcia,-0.05,artsy,uruguay
Objetos ordenados con flecha al centro,48.2,45,Painting,oil on board,1949.0,75.0,Christie's,1969-12-31 18:00:43.059,93750.0,joaquin torres garcia,0.1,artsy,uruguay
Deux figures avec fond noir et rouge,36.8,38.7,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.059,40000.0,joaquin torres garcia,-0.2,artsy,uruguay
Untitled (also known as Puerto ‘Juan Muñoz Bilbao’),38,52,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:43.059,100000.0,joaquin torres garcia,0.0,artsy,uruguay
Straatscène met wagen,52.4,36.2,Painting,oil on canvas,,,Phillip,1969-12-31 18:00:43.059,62500.0,joaquin torres garcia,-0.11,artsy,uruguay
Nature morte au grattoir blanc,52.1,35.9,Painting,oil on board,,,Phillip,1969-12-31 18:00:43.059,118750.0,joaquin torres garcia,0.13,artsy,uruguay
"Composicion Constructuo 31 ,",37.46,27.3,Work on Paper,varnished gouache on paper,,,Thomaston Place Auction Gallerie,1969-12-31 18:00:43.057,4750.0,joaquin torres garcia,-0.05,artsy,uruguay
Constructivo con ancora,17.8,25.7,Work on Paper,graphite and ink on paper,1949.0,75.0,Christie's,1969-12-31 18:00:43.051,10000.0,joaquin torres garcia,-0.2,artsy,uruguay
LOCOMOTION,14.0,18.0,Work on Paper,works on paper,1940.0,66.0,Sotheby's,1969-12-31 18:00:43.003,2750.0,joaquin torres garcia,-0.45,artsy,uruguay
"Fachada con personaje ,n1924",30.0,48.0,Painting,oil on board,1924.0,50.0,Castell,1969-12-31 18:00:42.906,20000.0,joaquin torres garcia,-0.11,artsy,uruguay
"Constructivo ,n1933",19.0,14.0,Work on Paper,pencil on paper,1933.0,59.0,Castell,1969-12-31 18:00:42.906,5000.0,joaquin torres garcia,-0.5,artsy,uruguay
"Puente sobre el Segre ,n1934",13.0,20.0,Work on Paper,watercolor on paper,1934.0,60.0,Castell,1969-12-31 18:00:42.906,3700.0,joaquin torres garcia,0.06,artsy,uruguay
"Composition con pez negro ,n1931",35.0,29.0,Painting,Oil on canvas,1931.0,57.0,AuctionArt - Remy Le Fu,1969-12-31 18:00:42.901,132821.0,joaquin torres garcia,0.7,artsy,uruguay
Planismo,66,45,Painting,oil on cardboard mounted on board,1949.0,75.0,Christie's,1969-12-31 18:00:42.878,175000.0,joaquin torres garcia,0.17,artsy,uruguay
Composición,33.3,26,Painting,oil on masonite,,,Phillip,1969-12-31 18:00:42.878,143750.0,joaquin torres garcia,-0.04,artsy,uruguay
Naturaleza muerta con pimientos,55.0,38.0,Painting,oil on canvas,1926.0,52.0,Morton Casa de Subasta,1969-12-31 18:00:42.872,63639.0,joaquin torres garcia,0.78,artsy,uruguay
LA GARE,12 3/8,2,Work on Paper,ink on paper,,,Sotheby's,1969-12-31 18:00:42.816,26958.45,joaquin torres garcia,0.0,artsy,uruguay
JARRA CONSTRUCTIVA,26,35,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:42.696,68750.0,joaquin torres garcia,-0.02,artsy,uruguay
THREE DRAWINGS AND A LETTER TO RAFAEL BARRADAS,27,18,Work on Paper,ink on paper,,,Sotheby's,1969-12-31 18:00:42.696,27500.0,joaquin torres garcia,0.57,artsy,uruguay
Cabeza de hombre,38.4,46.4,Painting,oil on canvas,1949.0,75.0,Christie's,1969-12-31 18:00:42.695,20000.0,joaquin torres garcia,0.6,artsy,uruguay
