title,height,length,art_type,date_text,age,house,fecha,price,author,performance,source,country,list_technique,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove
"Two works: This pair of portraits features a typical Mexican girl and an older Mexican gentleman by Edgardo Coghlan, 1959",13.0,11.0,May Fine Art & Antiques Auction,1959,63,Aspire Auctions,2004-06-03,226.0, Edgardo Coghlan,-420,Mutual Art,-,"['oil', 'and', 'charcoal']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shark by Agustin Cárdenas, circa 1953",53.0,105.5,Twentieth Century Art Including Belgian Art,1953,69,Christie's,2004-06-09,45308.0, Agustin Cárdenas,-420,Mutual Art,-,['wood'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Saint Michel triomphant, entouré d'anges by Pedro López Calderón, 1733",20.0,25.0,Tableaux Anciens et du XXIEME Siecle,1733,289,Christie's,2004-06-24,17932.0, Pedro López Calderón,-420,Mutual Art,-,"['oil', 'on', 'copper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Roberto Matta, circa 1977",270.5,26.375,Post-War and Contemporary Day Sale,1977,45,Christie's,2004-06-25,75100.0, Roberto Matta,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Ernesto Neto, 1993",14.0,10.0,Post-War and Contemporary Day Sale,1993,29,Christie's,2004-06-25,14338.0, Ernesto Neto,-420,Mutual Art,-,"['paraffin', 'thread', 'and', 'lead', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Still Life with Avocado by Gustavo Valenzuela, 2002",304.8,90.0,Israeli & International Art - Part A,2002,20,Tiroche,2004-06-26,2705.0, Gustavo Valenzuela,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE RETURN HOME by Francis Luis Mora, 1902",23.25,17.25,Fine American & European Paintings,1902,120,Freeman's,2004-06-27,2038.0, Francis Luis Mora,-420,Mutual Art,-,"['watercolor', 'and', 'gouache']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Joyce Mansour, Les Damnations, Editions Georges Visat, Paris (Sabatier 136-158) by Roberto Matta, 1966",445.0,350.0,"Old Master, Modern and Contemporary Prints",1966,56,Christie's,2004-06-30,10868.0, Roberto Matta,-420,Mutual Art,-,"['the', 'complete', 'set', 'of', 'eleven', 'etchings', 'in', 'colours']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick by Vik Muniz, 1993",10.0,10.0,The House Sale,1993,29,Christie's,2004-07-13,2249.0, Vik Muniz,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bestia no Navegable by Victor Chab, 1966",32.0,40.0,The House Sale,1966,56,Christie's,2004-07-13,4497.0, Victor Chab,-420,Mutual Art,-,"['acrylic', 'on', 'canvas']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7 works: Sans Titre by Wifredo Lam, 1979",19.75,26.25,19th & 20th century Prints & Drawings,1979,43,Swann Auction Galleries,2004-09-14,7573.0, Wifredo Lam,-420,Mutual Art,-,"['color', 'aquatints', 'with', 'etching']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sol y Luna by Mauricio Lasansky, 1945",15.875,20.875,19th & 20th century Prints & Drawings,1945,77,Swann Auction Galleries,2004-09-14,2885.0, Mauricio Lasansky,-420,Mutual Art,-,['engraving'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andata e Ritorno a Livorno by Roberto Matta, circa 1980",17.0,23.5,19th & 20th century Prints & Drawings,1980,42,Swann Auction Galleries,2004-09-14,10459.0, Roberto Matta,-420,Mutual Art,-,"['color', 'pastels', 'on', 'cream', 'wove', 'fabriano', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10 Grabados en madera par Isidoro O'Campo by Isidoro Ocampo, 1941",11.5,8.5,19th & 20th century Prints & Drawings,1941,81,Swann Auction Galleries,2004-09-14,1714.0, Isidoro Ocampo,-420,Mutual Art,-,['woodcuts'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Men Drinking, and 2 more works by Isidoro Ocampo, 1931",,,19th & 20th century Prints & Drawings,1931,91,Swann Auction Galleries,2004-09-14,1082.0, Isidoro Ocampo,-420,Mutual Art,-,['woodcut'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don Quixote and Bacchanale by Antonio Frasconi, 1949",18.875,13.75,19th & 20th century Prints & Drawings,1949,73,Swann Auction Galleries,2004-09-14,1129.0, Antonio Frasconi,-420,Mutual Art,-,"['color', 'woodcut']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lune haute by Wifredo Lam, 1974",25.5,19.625,19th & 20th century Prints & Drawings,1974,48,Swann Auction Galleries,2004-09-14,993.0, Wifredo Lam,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10,000 Yards (Lac D'Anecy) by Vik Muniz, 1995",12.0,21.0,Post-War and Contemporary Art,1995,27,Christie's,2004-09-15,5247.0, Vik Muniz,-420,Mutual Art,-,"['cibachrome', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Torso (After Dritkol) from Pictures of Soil by Vik Muniz, 1998",220.25,17.875,Post-War and Contemporary Art,1998,24,Christie's,2004-09-15,14990.0, Vik Muniz,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Untitled by Julian Trigo, 1995",62.0,70.0,Post-War and Contemporary Art,1995,27,Christie's,2004-09-15,375.0, Julian Trigo,-420,Mutual Art,-,"['oil', 'charcoal', 'and', 'pastel', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Familia (Three Generations) (Hopkins 4) by José Clemente Orozco, 1926",13.687,5.0,Prints and Multiples,1926,96,Christie's,2004-09-28,3373.0, José Clemente Orozco,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 Lithographies, Geneva, Selection S.A.-7 by Roberto Matta, 1976",1981.2,595.0,Prints and Multiples,1976,46,Christie's,2004-09-28,2623.0, Roberto Matta,-420,Mutual Art,-,"['lithographs', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled (Oscar Wilde) (E. 273) by Felix González-Torres, 1995",40.5,60.25,Prints and Multiples,1995,27,Christie's,2004-09-28,1218.0, Felix González-Torres,-420,Mutual Art,-,['photoetching'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Señor de Papantla by Manuel Álvarez Bravo, 1934",90.25,7.125,Photographs,1934,88,Christie's,2004-10-15,7495.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Untitled (Bicycle with hanging garments) by Manuel Álvarez Bravo, circa 1976",90.25,120.25,Photographs,1976,46,Christie's,2004-10-15,8994.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Joseph Beuys, from the series Pictures in Chocolate late by Vik Muniz, 1990",39.0,31.0,Photographs,1990,32,Christie's,2004-10-15,15928.0, Vik Muniz,-420,Mutual Art,-,"['dyedestruction', 'print', 'flushmounted']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Camera Obscura Image of Uffizi Windows in East Wing Room by Abelardo Morell, 2000",18.0,220.5,Photographs,2000,22,Christie's,2004-10-15,5247.0, Abelardo Morell,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Odres (Wineskins) by Manuel Álvarez Bravo, 1973-1974",60.75,90.5,Photographs,1973,49,Christie's,2004-10-15,7495.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Retrato de lo Eterno by Manuel Álvarez Bravo, 1935",9.125,7.0,Photographs,1935,87,Christie's,2004-10-15,9369.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['platinum', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Señales y Pron ósticos número 3 by Manuel Álvarez Bravo, 1938",60.75,90.5,Photographs,1938,84,Christie's,2004-10-15,6559.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"La Plumero by Manuel Álvarez Bravo, 1920",13.0,90.75,Photographs,1920,102,Christie's,2004-10-15,59961.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Team (Soccer players), from the series Pictures in Chocolate by Vik Muniz, 1997-1998",250.25,370.5,Photographs,1997,25,Christie's,2004-10-15,14990.0, Vik Muniz,-420,Mutual Art,-,"['dyedestruction', 'print', 'flushmounted']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Valicia Bathes in Sunday Clothes, from the series The Sugar Children by Vik Muniz, 1996",13.375,100.5,Photographs,1996,26,Christie's,2004-10-15,17802.0, Vik Muniz,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Niña con Lena by Manuel Álvarez Bravo, 1930",7.0,90.75,Photographs,1930,92,Christie's,2004-10-15,33728.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"La Hija de los Danzantes by Manuel Álvarez Bravo, 1933",90.75,6.875,Photographs,1933,89,Christie's,2004-10-15,8994.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"El Umbrel by Manuel Álvarez Bravo, 1947",9.625,70.75,Photographs,1947,75,Christie's,2004-10-15,7495.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print', 'initialed', 'in', 'pencil', 'on', 'the', 'verso']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Migrant Mother, from the series Pictures in Ink by Vik Muniz, 2000",640.5,470.5,Photographs,2000,22,Christie's,2004-10-15,20611.0, Vik Muniz,-420,Mutual Art,-,"['dyedestruction', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Camera Obscura Image of the Sea in Attic by Abelardo Morell, 1994",31.0,41.0,Photographs,1994,28,Christie's,2004-10-15,6559.0, Abelardo Morell,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Sed Pública by Manuel Álvarez Bravo, 1934",9.375,70.5,Photographs,1934,88,Christie's,2004-10-15,7120.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Los Agachados by Manuel Álvarez Bravo, 1934",70.25,90.5,Photographs,1934,88,Christie's,2004-10-15,17802.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Ode by Mario Cravo Neto, 1989",80.25,80.25,Photographs,1989,33,Christie's,2004-10-15,8994.0, Mario Cravo Neto,-420,Mutual Art,-,"['platinum', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Camera Obscura Image of Pantheon in the Hôtel des Grands Hommes by Abelardo Morell, 1999",18.125,220.5,Photographs,1999,23,Christie's,2004-10-15,4497.0, Abelardo Morell,-420,Mutual Art,-,"['gelatin', 'silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bicicletas en Domingo by Manuel Álvarez Bravo, 1966; printed 1980s",7.25,9.5,Important 19th & 20th Century Photographs,1966,56,Swann Auction Galleries,2004-10-19,5770.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Group of 5 photographs of Brazil by Marc Ferrez, 1880s",15.25,81.0,Important 19th & 20th Century Photographs,1880,142,Swann Auction Galleries,2004-10-19,5410.0, Marc Ferrez,-420,Mutual Art,-,"['albumen', 'prints']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fidel Castro and Che Guevara fis by Alberto Korda, 1960",7.25,9.5,Important 19th & 20th Century Photographs,1960,62,Swann Auction Galleries,2004-10-19,2705.0, Alberto Korda,-420,Mutual Art,-,"['silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Homme avec canne by Fernando Botero, 1982",17.0,13.75,Modern & Contemporary Art,1982,40,Bonhams,2004-10-19,87863.0, Fernando Botero,-420,Mutual Art,-,['pencil'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Pez Grande se Come a los Chicos by Manuel Álvarez Bravo, 1932; printed 1980s",9.5,7.25,Important 19th & 20th Century Photographs,1932,90,Swann Auction Galleries,2004-10-19,5049.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"""Tumba Eciente"" [Recent grave] by Manuel Álvarez Bravo, 1939; printed 1980s",6.75,9.75,Important 19th & 20th Century Photographs,1939,83,Swann Auction Galleries,2004-10-19,4328.0, Manuel Álvarez Bravo,-420,Mutual Art,-,"['silver', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Haystack #2, After Monet (from Pictures of Color) by Vik Muniz, 2001",48.0,72.0,Post-War and Contemporary Art,2001,21,Christie's,2004-10-20,54512.0, Vik Muniz,-420,Mutual Art,-,['cibachrome'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10 Works: L'arc obscure des heures by Roberto Matta, 1975",49.3,68.4,Old Masters & Modern Art/ Marine Art,1975,47,Ketterer Kunst,2004-10-29,7015.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'in', 'colours']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Alfredo Zalce, 1947",6.25,10.5,Fine Art,1947,75,Rago Arts and Auction Center,2004-11-01,368.0, Alfredo Zalce,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Alfredo Zalce, 1944",13.75,18.25,Fine Art,1944,78,Rago Arts and Auction Center,2004-11-01,1750.0, Alfredo Zalce,-420,Mutual Art,-,"['pencil', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espa by Mauricio Lasansky, circa 1950s",34.0,22.5,Fine Art,1950,72,Rago Arts and Auction Center,2004-11-01,3501.0, Mauricio Lasansky,-420,Mutual Art,-,['aquatint'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ojo Magico by Carlos Mérida, 1980",31.0,46.75,Fine Art,1980,42,Rago Arts and Auction Center,2004-11-01,1381.0, Carlos Mérida,-420,Mutual Art,-,"['lithograph', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sea and the Stars by Antonio Frasconi, 1955",23.0,36.0,Fine Art,1955,67,Rago Arts and Auction Center,2004-11-01,1659.0, Antonio Frasconi,-420,Mutual Art,-,"['woodcut', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
