ID,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones,precio estimado dolares,precio venta dolares
149,"600,000 - 800,000 usd",upcoming,"sep 30, 2022",joaquin torres garcia,christie's new york,latin american art,oil on board,ht 32 1/2 x 20 in. (83 x 51 cm.),800000.0,upcoming
150,"40,000 - 60,000 usd",upcoming,"sep 30, 2022",jose gurvich,christie's new york,latin american art,gouache on board,ht 21 1/2 x 32 in. (55 x 81.2 cm.),60000.0,upcoming
151,"400,000 - 600,000 usd",upcoming,"sep 30, 2022",emilio pettoruti,christie's new york,latin american art,oil on board,25 x 15 in. (64 x 38.1cm.),600000.0,upcoming
152,"40,000 - 60,000 usd",upcoming,"sep 30, 2022",dr. atl,christie's new york,latin american art,oil on wood panel,7 1/2 x 14 in. (19.5 x 36.6 cm.),60000.0,upcoming
153,"90,000 - 120,000 usd",upcoming,"sep 30, 2022",francisco toledo,christie's new york,latin american art,acrylic and sand on paper mounted on masonite,30 x 22 in. (77.4 x 56.5 cm.),120000.0,upcoming
154,"120,000 - 180,000 usd",upcoming,"sep 30, 2022",antonio bandeira,christie's new york,latin american art,oil on canvas,ht 35 3/8 x 31 1/2 in. (90 x 80 cm.),180000.0,upcoming
155,"30,000 - 40,000 usd",upcoming,"sep 30, 2022",rodolfo nieto,christie's new york,latin american art,oil on canvas,31 x 21 in. (79 x 53.3 cm.),40000.0,upcoming
156,"20,000 - 30,000 usd",upcoming,"sep 30, 2022",fernando botero,christie's new york,latin american art,graphite on paper,ht 20 x 14 in. (51 x 36 cm.),30000.0,upcoming
157,"15,000 - 20,000 usd",upcoming,"sep 30, 2022",belkis ayon,christie's new york,latin american art,collograph on paper,ht 35 x 27 3/4 in. (89 x 70 cm.),20000.0,upcoming
158,"20,000 - 30,000 usd",upcoming,"sep 30, 2022",fernando botero,christie's new york,latin american art,graphite on paper,ht 17 3/8 x 13 in. (44 x 33 cm.),30000.0,upcoming
159,"30,000 - 50,000 usd",upcoming,"sep 30, 2022",arnaldo roche-rabell,christie's new york,latin american art,oil on canvas,ht 83 1/4 x 118 3/4 in. (211.5 x 301.6 cm.),50000.0,upcoming
160,"50,000 - 70,000 usd",upcoming,"sep 30, 2022",rafael soriano,christie's new york,latin american art,oil on canvas,ht 50 x 60 in. (127 x 152.4 cm.),70000.0,upcoming
161,"10,000 - 15,000 usd",upcoming,"sep 30, 2022",tania bruguera,christie's new york,latin american art,woven human hair and cloth laid on cardboard,40 3/4 x 28 1/8 in. (103.5 x 71.4 cm.),15000.0,upcoming
162,"200,000 - 300,000 usd",upcoming,"sep 30, 2022",tomas sanchez,christie's new york,latin american art,oil on canvas,ht 35 1/4 x 47 1/4 in. (89.5 x 120 cm.),300000.0,upcoming
163,"50,000 - 70,000 usd",upcoming,"sep 30, 2022",belkis ayon,christie's new york,latin american art,collograph on paper,ht 99 3/4 x 77 5/8 in. (253.4 x 197.2 cm.)...,70000.0,upcoming
164,"30,000 - 40,000 usd",upcoming,"sep 30, 2022",alexandre arrechea,christie's new york,latin american art,metal,height: 71 in. 2 in. (41.7 cm) depthwidth:...,40000.0,upcoming
165,"6,000 - 7,000 eur",upcoming,"sep 29, 2022",julio le parc,area casa d'aste,"auction 4: design from the 19th and 20th centuries, modern & contemporary art",collage on cardboard,"cm. 39x26,5",6790.0,upcoming
166,"12,000 - 15,000 eur",upcoming,"sep 29, 2022",antonio asis,maison verneuil,paintings - sculptures - design,mixed media,80 x 80 cm,14550.0,upcoming
167,"1,000 - 1,500 usd",upcoming,"sep 29, 2022",nano lopez,"heritage auctions, dallas",design signature®,patinated bronze,26 1/2 x 24 1/2 x 9 1/2 inches (67.3 x 62.2 x...,1500.0,upcoming
168,150 - 250 eur,upcoming,"sep 26, 2022 - sep 29, 2022",martin chambi,de eland auction house,autumn auction 2022,silver bromide photo,"25 x 20,5 cm",242.5,upcoming
169,"1,000 - 1,500 cad",upcoming,"sep 29, 2022",leonardo nierman,"a.h. wilkens auctions & appraisals, toronto",fine & decorative art auction,oil on masonite,32 in.,1095.0,upcoming
170,120 - 150 eur,upcoming,"sep 29, 2022",wifredo lam,"il ponte auction house, via pitteri","#fastauction of prints, multiples and modern art - session 1",color etching and aquatint printed on indian ink paper,"lastra cm 32x33,5",145.5,upcoming
171,"36,000 - 50,000 mxn",upcoming,"sep 29, 2022",salvador jaramillo,"morton auctions, monte athos",mexican art auction,bronze,40 x 52.5 x 40 cm,2500.0,upcoming
172,"20,000 - 30,000 mxn",upcoming,"sep 29, 2022",manuel rodriguez lozano,"morton auctions, monte athos",mexican art auction,graphite pencil on paper,48 x 33 cm,1500.0,upcoming
173,"50,000 - 70,000 mxn",upcoming,"sep 29, 2022",angel zarraga,"morton auctions, monte athos",mexican art auction,"gouache, ink, and graphite pencil on cardboard",35 x 57 cm,3500.0,upcoming
174,"85,000 - 150,000 mxn",upcoming,"sep 29, 2022",diego rivera,"morton auctions, monte athos",mexican art auction,graphite pencil on paper,15.4 x 20.5 cm,7500.0,upcoming
175,"55,000 - 70,000 mxn",upcoming,"sep 29, 2022",nicolas moreno,"morton auctions, monte athos",mexican art auction,oil on paper on wood,48 x 68 cm,3500.0,upcoming
176,"150,000 - 180,000 mxn",upcoming,"sep 29, 2022",guillermo meza,"morton auctions, monte athos",mexican art auction,oil on canvas,95 x 140 cm,9000.0,upcoming
177,"30,000 - 40,000 mxn",upcoming,"sep 29, 2022",axa montero,"morton auctions, monte athos",mexican art auction,oil on canvas on wood,100 x 100 cm,2000.0,upcoming
178,"40,000 - 50,000 mxn",upcoming,"sep 29, 2022",gustavo monroy,"morton auctions, monte athos",mexican art auction,oil and collage on canvas,70 x 70 cm,2500.0,upcoming
179,"55,000 - 70,000 mxn",upcoming,"sep 29, 2022","andres palomar ""aparte""","morton auctions, monte athos",mexican art auction,"acrylic, pigments and enamel on linen",100 x 80 cm,3500.0,upcoming
180,"180,000 - 300,000 mxn",upcoming,"sep 29, 2022",jazzamoart,"morton auctions, monte athos",mexican art auction,oil on canvas,130 x 110 cm,15000.0,upcoming
181,"15,000 - 25,000 mxn",upcoming,"sep 29, 2022",luis ortiz monasterio,"morton auctions, monte athos",mexican art auction,alabaster on marble base,10 x 14 x 16.3 cm medidas totales con base,1250.0,upcoming
182,"220,000 - 400,000 mxn",upcoming,"sep 29, 2022",maximono javier,"morton auctions, monte athos",mexican art auction,high temperature polychrome ceramic,84.5 x 221 cm,20000.0,upcoming
183,"2,800,000 - 4,000,000 mxn",upcoming,"sep 29, 2022",rodolfo morales,"morton auctions, monte athos",mexican art auction,oil on canvas,130 x 100 cm,200000.0,upcoming
184,"30,000 - 40,000 mxn",upcoming,"sep 29, 2022",javier arevalo,"morton auctions, monte athos",mexican art auction,"ink, watercolor and gouache on paper",42.5 x 57 cm,2000.0,upcoming
185,"250,000 - 320,000 mxn",upcoming,"sep 29, 2022",feliciano bejar,"morton auctions, monte athos",mexican art auction,aluminum and cut glass,55 x 47.5 x 30 cm,16000.0,upcoming
186,"32,000 - 50,000 mxn",upcoming,"sep 29, 2022",irma palacios flores,"morton auctions, monte athos",mexican art auction,acrylic and marble dust on canvas,140 x 100 cm,2500.0,upcoming
187,"38,000 - 50,000 mxn",upcoming,"sep 29, 2022",benjamin dominguez,"morton auctions, monte athos",mexican art auction,oil on wood,40 x 30 cm,2500.0,upcoming
188,"130,000 - 220,000 mxn",upcoming,"sep 29, 2022",alfredo zalce,"morton auctions, monte athos",mexican art auction,watercolor on paper,56 x 36 cm,11000.0,upcoming
189,"80,000 - 100,000 mxn",upcoming,"sep 29, 2022",pedro friedeberg,"morton auctions, monte athos",mexican art auction,bronze based on wooden rulers,24.5 x 16 x 12 cm medidas totales con base,5000.0,upcoming
190,"46,000 - 60,000 mxn",upcoming,"sep 29, 2022",enrique carbajal gonzalez,"morton auctions, monte athos",mexican art auction,bronze with acrylic enamel,18 x 39 x 17 cm,3000.0,upcoming
191,"26,000 - 36,000 mxn",upcoming,"sep 29, 2022",xavier melendez,"morton auctions, monte athos",mexican art auction,carved glass on metal base,10 x 30 x 6.2 cm,1800.0,upcoming
192,"600,000 - 700,000 mxn",upcoming,"sep 29, 2022",jesus lugo,"morton auctions, monte athos",mexican art auction,oil on canvas,180 x 220 cm,35000.0,upcoming
193,"150,000 - 250,000 mxn",upcoming,"sep 29, 2022",alexis mata,"morton auctions, monte athos",mexican art auction,oil painting on canvas printing,158 x 97 cm; 154.5 x 106 cm,12500.0,upcoming
194,"550,000 - 700,000 mxn",upcoming,"sep 29, 2022",rafael coronel,"morton auctions, monte athos",mexican art auction,oil on canvas,125 x 100 cm,35000.0,upcoming
195,"22,000 - 32,000 mxn",upcoming,"sep 29, 2022",federico cantu,"morton auctions, monte athos",mexican art auction,ink and gouache on paper,33.5 x 23 cm,1600.0,upcoming
196,"300,000 - 450,000 mxn",upcoming,"sep 29, 2022",dr. lakra,"morton auctions, monte athos",mexican art auction,ink over vintage print,50 x 40 cm,22500.0,upcoming
197,"36,000 - 50,000 mxn",upcoming,"sep 29, 2022",jose reyes meza,"morton auctions, monte athos",mexican art auction,oil on canvas,65 x 50 cm,2500.0,upcoming
198,"75,000 - 90,000 mxn",upcoming,"sep 29, 2022",jose garcia ocejo,"morton auctions, monte athos",mexican art auction,oil on canvas,81.5 x 101.5 cm,4500.0,upcoming
199,"50,000 - 80,000 mxn",upcoming,"sep 29, 2022",leonardo nierman,"morton auctions, monte athos",mexican art auction,acrylic on masonite,59 x 120 cm,4000.0,upcoming
200,"65,000 - 80,000 mxn",upcoming,"sep 29, 2022",leonardo nierman,"morton auctions, monte athos",mexican art auction,acrylic on masonite,90 x 60 cm,4000.0,upcoming
201,"32,000 - 46,000 mxn",upcoming,"sep 29, 2022",manuel de cisneros,"morton auctions, monte athos",mexican art auction,oil on canvas,120 x 120 cm,2300.0,upcoming
202,"290,000 - 400,000 mxn",upcoming,"sep 29, 2022",guillermo gomez mayorga,"morton auctions, monte athos",mexican art auction,oil on canvas,80 x 120 cm,20000.0,upcoming
203,"10,000 - 15,000 mxn",upcoming,"sep 29, 2022",isidro martinez colin,"morton auctions, monte athos",mexican art auction,oil on canvas,40 x 50 cm,750.0,upcoming
204,"150,000 - 250,000 mxn",upcoming,"sep 29, 2022",raymundo martinez,"morton auctions, monte athos",mexican art auction,acrylic on canvas,80.5 x 100 cm,12500.0,upcoming
205,"80,000 - 120,000 usd",upcoming,"sep 29, 2022",oscar murillo,christie's new york,post-war to present,"oil, oil stick and dirt on canvas, linen and polythene, in three parts",each: 39 3/8 x 39 3/8 in. (100 x 100 cm...,120000.0,upcoming
206,"5,000 - 7,000 eur",upcoming,"sep 29, 2022",jesus-rafael soto,finarte,modern & contemporary art,"wood, paint, aluminium",cm 51 x 15 x 15,6790.0,upcoming
207,"7,000 - 9,000 eur",upcoming,"sep 29, 2022",roberto matta,finarte,modern & contemporary art,"charcoal, chalk and wax crayon on cardboard",cm 100 x 70,8730.0,upcoming
208,400 - 600 eur,upcoming,"sep 29, 2022",jorge camacho,finarte,modern & contemporary art,ink on paper,"ht cm 25,5 x 33,8",582.0,upcoming
209,"50,000 - 80,000 eur",upcoming,"sep 29, 2022",roberto matta,finarte,modern & contemporary art,oil on canvas,"ht canvas cm 113,5 x 145,5",77600.0,upcoming
210,150 - 180 eur,upcoming,"sep 29, 2022",wifredo lam,"il ponte auction house, via pitteri","#fastauction of prints, multiples and modern art - session 1",etching and aquatint in color,"lastra cm 31x30,5",174.6,upcoming
211,150 - 200 eur,upcoming,"sep 29, 2022",roberto matta,"il ponte auction house, via pitteri","#fastauction of prints, multiples and modern art - session 1",color lithograph,cm 75x55,194.0,upcoming
212,"50,000 - 70,000 mxn",upcoming,"sep 29, 2022",francisco zuniga,"morton auctions, monte athos",mexican art auction,conte and sepia on paper,50 x 65 cm,3500.0,upcoming
213,"280,000 - 400,000 mxn",upcoming,"sep 29, 2022",gustavo montoya,"morton auctions, monte athos",mexican art auction,oil on canvas,55 x 46 cm,20000.0,upcoming
214,"70,000 - 80,000 mxn",upcoming,"sep 29, 2022",luis nishizawa,"morton auctions, monte athos",mexican art auction,charcoal on paper,99 x 64 cm,4000.0,upcoming
215,"280,000 - 400,000 mxn",upcoming,"sep 29, 2022",gustavo montoya,"morton auctions, monte athos",mexican art auction,oil on canvas,55 x 46 cm,20000.0,upcoming
216,"80,000 - 160,000 mxn",upcoming,"sep 29, 2022",angel zarraga,"morton auctions, monte athos",mexican art auction,graphite pencil on paper,51 x 35.5 cm,8000.0,upcoming
217,"80,000 - 100,000 mxn",upcoming,"sep 29, 2022",chucho reyes,"morton auctions, monte athos",mexican art auction,aniline on china paper,75 x 48 cm,5000.0,upcoming
218,"40,000 - 60,000 mxn",upcoming,"sep 29, 2022",chucho reyes,"morton auctions, monte athos",mexican art auction,aniline on china paper,73 x 49 cm,3000.0,upcoming
219,"400,000 - 500,000 mxn",upcoming,"sep 29, 2022",javier marin,"morton auctions, monte athos",mexican art auction,bronze and polystyrene resin on a metal base,111 x 53 x 36 cm medidas totales con base,25000.0,upcoming
220,"200,000 - 300,000 mxn",upcoming,"sep 29, 2022",jose reyes meza,"morton auctions, monte athos",mexican art auction,oil on canvas,120 x 100 cm,15000.0,upcoming
221,"30,000 - 40,000 mxn",upcoming,"sep 29, 2022",jesus serna,"morton auctions, monte athos",mexican art auction,oil on masonite,100 x 70 cm,2000.0,upcoming
222,"35,000 - 50,000 mxn",upcoming,"sep 29, 2022",javier arevalo,"morton auctions, monte athos",mexican art auction,watercolor on paper,47 x 31 cm,2500.0,upcoming
223,"80,000 - 100,000 mxn",upcoming,"sep 29, 2022",rodolfo morales,"morton auctions, monte athos",mexican art auction,"collage of textiles, papers and applications of thread and ribbons on paper with embossed tin frame and mirror inlays",65 x 74 cm medidas totales con marco,5000.0,upcoming
224,"320,000 - 450,000 mxn",upcoming,"sep 29, 2022",sergio hernandez,"morton auctions, monte athos",mexican art auction,mixed on paper,60.5 x 122 cm,22500.0,upcoming
225,"75,000 - 150,000 mxn",upcoming,"sep 29, 2022",rolando rojas,"morton auctions, monte athos",mexican art auction,oil and sand on canvas,100 x 150 cm,7500.0,upcoming
226,"48,000 - 60,000 mxn",upcoming,"sep 29, 2022",carlos merida,"morton auctions, monte athos",mexican art auction,colored pencils on paper,18.5 x 14.5 cm,3000.0,upcoming
227,"18,000 - 30,000 mxn",upcoming,"sep 29, 2022",alfonso mena,"morton auctions, monte athos",mexican art auction,oil and sand on canvas,50 x 70 cm,1500.0,upcoming
228,"195,000 - 300,000 mxn",upcoming,"sep 29, 2022",byron galvez,"morton auctions, monte athos",mexican art auction,oil on canvas,100 x 100 cm,15000.0,upcoming
229,"180,000 - 220,000 mxn",upcoming,"sep 29, 2022",feliciano bejar,"morton auctions, monte athos",mexican art auction,steel and carved glass,65 x 50.3 x 23 cm,11000.0,upcoming
230,"670,000 - 900,000 mxn",upcoming,"sep 29, 2022",juan soriano,"morton auctions, monte athos",mexican art auction,oil on canvas,63.5 x 80 cm,45000.0,upcoming
231,"90,000 - 150,000 mxn",upcoming,"sep 29, 2022",irma palacios flores,"morton auctions, monte athos",mexican art auction,acrylic and sand on canvas,160 x 140 cm,7500.0,upcoming
232,"75,000 - 120,000 mxn",upcoming,"sep 29, 2022",alfonso mena,"morton auctions, monte athos",mexican art auction,oil on linen,140 x 130 cm,6000.0,upcoming
233,"36,000 - 50,000 mxn",upcoming,"sep 29, 2022",xavier esqueda,"morton auctions, monte athos",mexican art auction,oil on canvas,80 x 60 cm,2500.0,upcoming
234,"22,000 - 40,000 mxn",upcoming,"sep 29, 2022",jose luis romo,"morton auctions, monte athos",mexican art auction,oil on canvas,55 x 70 cm,2000.0,upcoming
235,"46,000 - 60,000 mxn",upcoming,"sep 29, 2022",jose reyes meza,"morton auctions, monte athos",mexican art auction,oil on wood,29.5 x 49 cm,3000.0,upcoming
236,"150,000 - 180,000 mxn",upcoming,"sep 29, 2022",guillermo meza,"morton auctions, monte athos",mexican art auction,oil on canvas,110 x 80 cm,9000.0,upcoming
237,"32,000 - 42,000 mxn",upcoming,"sep 29, 2022",pedro friedeberg,"morton auctions, monte athos",mexican art auction,bronze,9.9 x 7.5 x 7.5 cm,2100.0,upcoming
238,"150,000 - 220,000 mxn",upcoming,"sep 29, 2022",juan soriano,"morton auctions, monte athos",mexican art auction,sterling silver .925,19 x 11.5 x 3.8 cm,11000.0,upcoming
239,"75,000 - 80,000 mxn",upcoming,"sep 29, 2022",chucho reyes,"morton auctions, monte athos",mexican art auction,aniline on china paper,75 x 49 cm,4000.0,upcoming
240,"28,000 - 40,000 mxn",upcoming,"sep 29, 2022",alejandro camarena,"morton auctions, monte athos",mexican art auction,oil on canvas,101 x 76 cm,2000.0,upcoming
241,"18,000 - 28,000 mxn",upcoming,"sep 29, 2022",alberto vazquez navarrete,"morton auctions, monte athos",mexican art auction,oil on canvas,70 x 50 cm,1400.0,upcoming
242,"70,000 - 90,000 mxn",upcoming,"sep 29, 2022",jose garcia ocejo,"morton auctions, monte athos",mexican art auction,mixed media and charcoal on wood,125 x 90 cm,4500.0,upcoming
243,"680,000 - 800,000 mxn",upcoming,"sep 29, 2022",rodrigo de la sierra,"morton auctions, monte athos",mexican art auction,bronze and metal,297 x 75 x 75 cm,40000.0,upcoming
244,"22,000 - 40,000 mxn",upcoming,"sep 29, 2022",antonio lopez saenz,"morton auctions, monte athos",mexican art auction,bronze on wooden base,28.5 x 14 x 11 cm medidas totales con base,2000.0,upcoming
245,"15,000 - 20,000 mxn",upcoming,"sep 29, 2022",jose garcia ocejo,"morton auctions, monte athos",mexican art auction,ink and gouache on paper,31 x 43 cm,1000.0,upcoming
246,"80,000 - 100,000 mxn",upcoming,"sep 29, 2022",luis nishizawa,"morton auctions, monte athos",mexican art auction,tempera on paper,96 x 66 cm,5000.0,upcoming
247,"280,000 - 500,000 mxn",upcoming,"sep 29, 2022",rafael coronel,"morton auctions, monte athos",mexican art auction,oil on canvas,70 x 60 cm,25000.0,upcoming
248,"20,000 - 30,000 mxn",upcoming,"sep 29, 2022",julio chico,"morton auctions, monte athos",mexican art auction,oil on canvas,70 x 50 cm,1500.0,upcoming
249,"65,000 - 90,000 mxn",upcoming,"sep 29, 2022",jose garcia ocejo,"morton auctions, monte athos",mexican art auction,oil on canvas,50 x 70 cm,4500.0,upcoming
250,"180,000 - 250,000 mxn",upcoming,"sep 29, 2022",rafael cauduro,"morton auctions, monte athos",mexican art auction,pastel on paper,64 x 50 cm,12500.0,upcoming
251,"36,000 - 50,000 mxn",upcoming,"sep 29, 2022",enrique cattaneo,"morton auctions, monte athos",mexican art auction,oil on amate paper on fibracel,100 x 100 cm,2500.0,upcoming
252,"10,000 - 15,000 mxn",upcoming,"sep 29, 2022",isidro martinez colin,"morton auctions, monte athos",mexican art auction,oil on canvas,41 x 50 cm,750.0,upcoming
253,"32,000 - 50,000 mxn",upcoming,"sep 29, 2022",rosendo soto,"morton auctions, monte athos",mexican art auction,oil on canvas,71.5 x 91.5 cm,2500.0,upcoming
