,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones
1791,"
200,000 - 300,000 USD ","
240,000 USD
","
May 31, 2007
", David Alfaro Siqueiros,Christie's New York,Latin American Sale,"
                                            pyroxilin on wood
                                        ","
                                                48 x 45¼ in. (122 x 115 cm.)
                                            "
1792,"
300,000 - 400,000 USD ","
622,400 USD
","
May 31, 2007
", Francisco Toledo,Christie's New York,Latin American Sale,"
                                            oil and sand on canvas
                                        ","
                                                39½ x 47¼ in. (100 x 120 cm.)
                                            "
1793,"
100,000 - 150,000 USD ","
120,000 USD
","
May 31, 2007
", Angel Zárraga,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                39 x 31¾ in. (99 x 80.6 cm.)
                                            "
1794,"
180,000 - 220,000 USD ","
348,000 USD
","
May 31, 2007
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on canvas
                                        ","
                                                30 x 39½ in. (76 x 100 cm.)
                                            "
1795,"
200,000 - 300,000 USD ","
264,000 USD
","
May 31, 2007
", Mariano Rodriguez,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                24 x 20 in. (61 x 51 cm.)
                                            "
1796,"
350,000 - 450,000 USD ","
360,000 USD
","
May 31, 2007
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil and sand on canvas
                                        ","
                                                70¾ x 51½ in. (180 x 131 cm.)
                                            "
1797,"
18,000 - 22,000 USD ","
19,200 USD
","
May 31, 2007
", Joaquín Torres García,Christie's New York,Latin American Sale,"
                                            oil on board laid down on panel
                                        ","
                                                16¼ x 11¾ in. (41.3 x 29.8 cm.)
                                            "
1798,"
70,000 - 90,000 USD ","
90,000 USD
","
May 31, 2007
", Antonio Seguí,Christie's New York,Latin American Sale,"
                                            acrylic and collage on canvas
                                        ","
                                                69 x 101¾ in. (175 x 259 cm.)
                                            "
1799,"
10,000 - 15,000 USD ","
8,400 USD
","
May 31, 2007
", Antonio Seguí,Christie's New York,Latin American Sale,"
                                            conte crayon and ink on canvas
                                        ","
                                                21¼ x 25¾ in. (54 x 65 cm.)
                                            "
1800,"
40,000 - 60,000 USD ","
96,000 USD
","
May 31, 2007
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on canvas
                                        ","
                                                18 x 24 in. (45.5 x 60.5 cm.)
                                            "
1801,"
250,000 - 350,000 USD ","
504,000 USD
","
May 31, 2007
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil and sand on canvas
                                        ","
                                                31½ x 40 in. (80 x 101.5 cm.)
                                            "
1802,"
60,000 - 80,000 USD ","
84,000 USD
","
May 31, 2007
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil and sand on canvas
                                        ","
                                                14 x 10 in. (35.5 x 25.5 cm.)
                                            "
1803,"
60,000 - 80,000 USD ","
120,000 USD
","
May 31, 2007
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil and sand on wood panel
                                        ","
                                                15¼ x 9¾ in. (38.5 x 25 cm.)
                                            "
1804,"
12,000 - 18,000 USD ","
30,000 USD
","
May 30, 2007
", Fernando de Szyszlo,Sotheby's New York,Latin American Art,"
                                            charcoal, pastel and gouache on wood panel
                                        ","
                                                10 by 34 in. (alt: (25.5 by 86.4 cm))
                                            "
1805,"
15,000 - 20,000 EUR ","
90,000 EUR
","
May 22, 2007
", Jesus-Rafael Soto,Sotheby's Milan,Modern & Contemporary Art and Collection Jef Verheyen and Dani Franque,"
                                            fili metallici verniciati e tempera su tela
                                        ","
                                                cm. 22x16
                                            "
1806,"
60,000 - 80,000 EUR ","
92,000 EUR
","
May 22, 2007
", Jesus-Rafael Soto,Sotheby's Milan,Modern & Contemporary Art and Collection Jef Verheyen and Dani Franque,"
                                            tempera su tavola e metallo dipinto
                                        ","
                                                cm. 103x102x21
                                            "
1807,"
8,000 - 12,000 USD ","
14,400 USD
","
May 22, 2007
", David Alfaro Siqueiros,Doyle New York,Modern & Contemporary & European & American Art,"
                                            Oil on plywood panel
                                        ","
                                                17 3/4 x 11 3/4 inches (45.1 x 29.8 cm)
                                            "
1808,"
400 - 600 GBP ","
660 GBP
","
Jan 10, 2007
", Cesar Villacres,Christie's South Kensington,"British, Continental & Russian Pictures","
                                            oil on canvas
                                        ","
                                                20 x 24 in. (50.8 x 60.9 cm.)
                                            "
1809,"
10,000 - 15,000 CHF ","
44,000 CHF
","
Dec 06, 2006
", René Portocarrero,Koller Zurich,Impressionist & Modern Art,"
                                            oil on board
                                        ","
                                                64.5 x 80 cm
                                            "
1810,"
12,000 - 18,000 CHF ","
46,000 CHF
","
Dec 06, 2006
", René Portocarrero,Koller Zurich,Impressionist & Modern Art,"
                                            oil on board
                                        ","
                                                56.3 x 71.5 cm
                                            "
1811,"
6,000 - 8,000 EUR ","
8,640 EUR
","
Dec 05, 2006
", Antonio Seguí,Christie's Paris,ART D'APRES-GUERRE ET CONTEMPORAIN,"
                                            oil and pastel on canvas
                                        ","
                                                73 x 92 cm. (28¾ x 36½ in.)
                                            "
1812,"
5,000 - 7,000 EUR ","
10,560 EUR
","
Dec 05, 2006
", Antonio Seguí,Christie's Paris,ART D'APRES-GUERRE ET CONTEMPORAIN,"
                                            oil on canvas
                                        ","
                                                58 x 73.5 cm. (22 7/8 x 29 in.)
                                            "
1813,"
15,000 - 20,000 EUR ","
38,400 EUR
","
Dec 04, 2006
", Benito Quinquela Martin,Sotheby's Milan,The Frits Philips Collection,"
                                            oil on plywood
                                        ","
                                                122 by 122cm
                                            "
1814,"
220,000 - 280,000 USD ","
620,800 USD
","
Nov 21, 2006
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                48¼ x 59 in. (122.5 x 150 cm.)
                                            "
1815,"
250,000 - 350,000 USD ","
307,200 USD
","
Nov 21, 2006
", Mariano Rodriguez,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                31 x 25 in. (78.5 x 63.5 cm.)
                                            "
1816,"
350,000 - 450,000 USD ","
542,400 USD
","
Nov 21, 2006
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil and sand on canvas
                                        ","
                                                51¼ x 37 3/8 in. (130 x 95 cm.)
                                            "
1817,"
400,000 - 600,000 USD ","
576,000 USD
","
Nov 21, 2006
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                69 x 55 in. (175 x 140 cm.)
                                            "
1818,"
35,000 - 45,000 USD ","
72,000 USD
","
Nov 21, 2006
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                20 x 16 in. (51 x 41.5 cm.)
                                            "
1819,"
12,000 - 16,000 USD ","
36,000 USD
","
Nov 21, 2006
", Mariano Rodriguez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                27½ x 47¼ in. (70 x 120 cm.)
                                            "
1820,"
14,000 - 18,000 USD ","
20,400 USD
","
Nov 21, 2006
", Fernando de Szyszlo,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                39¼ x 31½ in. (100 x 80 cm.)
                                            "
1821,"
50,000 - 70,000 USD ","
132,000 USD
","
Nov 21, 2006
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                90 x 73 in. (228 x 185 cm.)
                                            "
1822,"
20,000 - 25,000 USD ","
28,800 USD
","
Nov 21, 2006
", René Portocarrero,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                20 x 16 in. (51 x 41 cm.)
                                            "
1823,"
70,000 - 90,000 USD ","
204,000 USD
","
Nov 21, 2006
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            oil on board
                                        ","
                                                15½ x 10¾ in. (39.5 x 27 cm.)
                                            "
1824,"
300,000 - 400,000 USD ","
352,000 USD
","
Nov 21, 2006
", Francisco Toledo,Christie's New York,Latin American Art,"
                                            oil and sand on canvas
                                        ","
                                                39¼ x 32 in. (100 x 81 cm.)
                                            "
1825,"
350,000 - 450,000 USD ","
408,000 USD
","
Nov 21, 2006
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                51½ x 37 in. (130.8 x 94.9 cm.)
                                            "
1826,"
25,000 - 30,000 USD ","
57,600 USD
","
Nov 21, 2006
", René Portocarrero,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                36 x 24 in. (91.5 x 61 cm.)
                                            "
1827,"
350,000 - 450,000 USD ","
1,808,000 USD
","
Nov 21, 2006
", Alfredo Ramos Martínez,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                56½ x 36 in. (143.5 x 91.5 cm.)
                                            "
1828,"
120,000 - 180,000 USD ","
168,000 USD
","
Nov 21, 2006
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            oil and acrylic on canvas
                                        ","
                                                29¾ x 40 in. (75.5 x 102 cm.)
                                            "
1829,"
40,000 - 50,000 USD ","
132,000 USD
","
Nov 21, 2006
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                15¾ x 12 in. (40 x 30.5 cm.)
                                            "
1830,"
40,000 - 60,000 USD ","
66,000 USD
","
Nov 21, 2006
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil and sand on canvas
                                        ","
                                                15¾ x 10 in. (40 x 25.5 cm.)
                                            "
1831,"
60,000 - 80,000 USD ","
120,000 USD
","
Nov 21, 2006
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil and sand on canvas
                                        ","
                                                14 x 20 in. (35.5 x 50.5 cm.)
                                            "
1832,"
15,000 - 20,000 USD ","
18,000 USD
","
Nov 21, 2006
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                39½ x 39½ in. (100 x 100 cm.)
                                            "
1833,"
25,000 - 30,000 USD ","
31,200 USD
","
Nov 21, 2006
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                52 x 41 in. (132 x 104 in.)
                                            "
1834,"
400,000 - 600,000 USD ","
452,800 USD
","
Nov 21, 2006
", Diego Rivera,Christie's New York,Latin American Art,"
                                            tempera on masonite
                                        ","
                                                24½ x 19 in. (62.2 x 48 cm.)
                                            "
1835,"
40,000 - 60,000 USD ","
48,000 USD
","
Nov 21, 2006
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            oil on board laid down on panel
                                        ","
                                                17¾ x 22 in. (45 x 56 cm.)
                                            "
1836,"
120,000 - 160,000 USD ","
192,000 USD
","
Nov 20, 2006
", Tomás Sánchez,Sotheby's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                39 1/2  by 31 1/2  in. (alt: (100.4 by 80 cm))
                                            "
1837,"
650,000 - 850,000 USD ","
744,000 USD
","
Nov 08, 2006
", Joaquín Torres García,Christie's New York,Impressionist and Modern Art Evening Sale,"
                                            oil on board
                                        ","
                                                39 3/8 x 34¼ in. (100 x 87 cm.)
                                            "
1838,"
5,000 - 7,000 USD ","
5,079 USD
","
Nov 05, 2006
", Francisco Zuñiga,Bonhams Los Angeles,"Modern, Contemporary and Latin American Art","
                                            charcoal on board
                                        ","
                                                18 3/4 x 25in
                                            "
1839,"
5,000 - 8,000 USD ","
10,200 USD
","
Oct 03, 2006
", René Portocarrero,Christie's New York,The House Sale,"
                                            ink, oil and metallic paint on paper laid down on board
                                        ","
                                                23¼  x 15¾  in.
                                            "
1840,"
1,500 - 2,000 USD ","
240 USD
","
Jul 11, 2006
", Alfredo Ramos Martínez,Christie's New York,The House Sale,"
                                            pastel on paper laid down on board
                                        ","
                                                21¼ x 17 in. (54 x 43.2 cm.)
                                            "
1841,"
40,000 - 60,000 GBP ","
84,000 GBP
","
Jun 23, 2006
", Jesus-Rafael Soto,Christie's London,POST-WAR AND CONTEMPORARY ART    DAY SALE,"
                                            oil on panel with painted metal and nylon wire
                                        ","
                                                45¼ x 45¼in. (115 x 115cm.)
                                            "
1842,"
300,000 - 400,000 USD ","
396,800 USD
","
May 23, 2006
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            tempera on canvas
                                        ","
                                                17 x 13 in. (43 x 33 cm.)
                                            "
1843,"
300,000 - 400,000 USD ","
475,200 USD
","
May 23, 2006
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                17 x 13 in. (43 x 33 cm.)
                                            "
1844,"
90,000 - 120,000 USD ","
222,000 USD
","
May 23, 2006
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on canvas
                                        ","
                                                47¾ x 59½ in. (121.5 x 151 cm.)
                                            "
1845,"
25,000 - 30,000 USD ","
28,800 USD
","
May 23, 2006
", Mariano Rodriguez,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                47¼ x 37 in. (120 x 94 cm.)
                                            "
1846,"
250,000 - 350,000 USD ","
284,800 USD
","
May 23, 2006
", Angel Zárraga,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                39 x 28¾ in. (100 x 73 cm.)
                                            "
1847,"
18,000 - 22,000 USD ","
36,000 USD
","
May 23, 2006
", René Portocarrero,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                14½ x 12¼ in. (36.5 x 31 cm.)
                                            "
1848,"
60,000 - 80,000 USD ","
150,000 USD
","
May 23, 2006
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                18 x 21¾ in. (46 x 55 cm.)
                                            "
1849,"
8,000 - 12,000 USD ","
18,000 USD
","
May 23, 2006
", Benito Quinquela Martin,Christie's New York,Latin American Sale,"
                                            oil on cardboard laid down on board
                                        ","
                                                24 x 19¼ in. (61 x 49 cm.)
                                            "
1850,"
45,000 - 55,000 USD ","
96,000 USD
","
May 23, 2006
", Francisco Toledo,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                15½ x 11½ in. (40 x 29 cm.)
                                            "
1851,"
12,000 - 18,000 USD ","
19,200 USD
","
May 23, 2006
", Juan Soriano,Christie's New York,Latin American Sale,"
                                            tempera on canvas
                                        ","
                                                22 x 30 in. (56 x 76 cm.)
                                            "
1852,"
60,000 - 80,000 USD ","
114,000 USD
","
May 23, 2006
", Armando Reverón,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                15½ x 19¾ in. (39.5 x 50 cm.)
                                            "
1853,"
35,000 - 45,000 USD ","
36,000 USD
","
May 23, 2006
", Antonio Seguí,Christie's New York,Latin American Sale,"
                                            acrylic on newsprint collage laid down on canvas
                                        ","
                                                19½ x 59 in. (49.5 x 150 cm.)
                                            "
1854,"
40,000 - 50,000 USD ","
102,000 USD
","
May 23, 2006
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on canvas
                                        ","
                                                18 x 24 in. (45.7 x 61 cm.)
                                            "
1855,"
400,000 - 600,000 USD ","
531,200 USD
","
May 23, 2006
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                16 x 20 in. (40.5 x 51 cm.)
                                            "
1856,"
350,000 - 450,000 USD ","
441,600 USD
","
May 23, 2006
", Rufino Tamayo,Christie's New York,Latin American Sale,"
                                            oil and sand on canvas
                                        ","
                                                38¼ x 51 in. (97.5 x 129.5 cm.)
                                            "
1857,"
20,000 - 25,000 USD ","
36,000 USD
","
May 23, 2006
", Angel Zárraga,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                36¼ x 28¾ in. (92 x 73 cm.)
                                            "
1858,"
8,000 - 10,000 USD ","
19,200 USD
","
May 23, 2006
", Fidelio Ponce de León,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                25 x 26 in. (63.5 x 66 cm.)
                                            "
1859,"
5,000 - 7,000 USD ","
7,170 USD
","
Apr 30, 2006
", David Alfaro Siqueiros,Bonhams Los Angeles,"Modern, Contemporary & Latin American Art","
                                            piroxyline on paper laid on masonite
                                        ","
                                                12 x 10in (31 x 25cm)
                                            "
1860,"
4,000 - 6,000 USD ","
9,560 USD
","
Apr 30, 2006
", Francisco Zuñiga,Bonhams Los Angeles,"Modern, Contemporary & Latin American Art","
                                            watercolor on board
                                        ","
                                                19½ x 25½in (49 x 65cm)
                                            "
1861,"
30,000 - 40,000 USD ","
31,200 USD
","
Nov 15, 2005
", Angel Zárraga,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                25¾ x 36¼ in. (65.3 x 92 cm.)
                                            "
1862,"
40,000 - 50,000 USD ","
28,800 USD
","
Nov 15, 2005
", Angel Zárraga,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                24 x 19¾ in. (61 x 50 cm.)
                                            "
1863,"
600,000 - 800,000 USD ","
576,000 USD
","
Nov 15, 2005
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                44 x 34 in. (111.8 x 86.4 cm.)
                                            "
1864,"
300,000 - 400,000 USD ","
352,000 USD
","
Nov 15, 2005
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                38½ x 51¼ in. (98 x 130 cm.)
                                            "
1865,"
120,000 - 180,000 USD ","
204,000 USD
","
Nov 15, 2005
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                39½ x 48 in. (100 x 122 cm.)
                                            "
1866,"
70,000 - 90,000 USD ","
78,000 USD
","
Nov 15, 2005
", Francisco Toledo,Christie's New York,Latin American Art,"
                                            oil and sand on board
                                        ","
                                                29 5/8 x 22 1/8 in. (75.3 x 56.3 cm.)
                                            "
1867,"
15,000 - 20,000 USD ","
33,600 USD
","
Nov 15, 2005
", Fernando de Szyszlo,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                59 x 59 in. (150 x 150 cm.)
                                            "
1868,"
100,000 - 150,000 USD ","
168,000 USD
","
Nov 15, 2005
", René Portocarrero,Christie's New York,Latin American Art,"
                                            oil on panel
                                        ","
                                                34½ x 29 1/16 in. (87.5 x 74 cm.)
                                            "
1869,"
180,000 - 220,000 USD ","
132,000 USD
","
Nov 15, 2005
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            incised wood
                                        ","
                                                23 x 10 in. (58.5 x 25.5 cm.)
                                            "
1870,"
150,000 - 200,000 USD ","
262,400 USD
","
Nov 15, 2005
", Jesus-Rafael Soto,Christie's New York,Latin American Art,"
                                            wood, aluminium and nylon
                                        ","
                                                each measuring: 82¾ x 39¾ in. (210 x 101 cm.)
                                            "
1871,"
50,000 - 70,000 USD ","
48,000 USD
","
Nov 15, 2005
", David Alfaro Siqueiros,Christie's New York,Latin American Art,"
                                            Pyroxylin on board
                                        ","
                                                31½ x 23½ in. (80 x 60 cm.)
                                            "
1872,"
50,000 - 60,000 USD ","
60,000 USD
","
Nov 15, 2005
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            oil and pastel on canvas
                                        ","
                                                75 x 75 in. (190.5 x 190.5 cm.)
                                            "
1873,"
50,000 - 60,000 USD ","
72,000 USD
","
Nov 15, 2005
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                24 x 30 in. (60.5 x 76 cm.)
                                            "
1874,"
18,000 - 22,000 USD ","
18,000 USD
","
Nov 15, 2005
", Alfredo Ramos Martínez,Christie's New York,Latin American Art,"
                                            oil on board
                                        ","
                                                15 x 17¾ in. (38 x 45 cm.)
                                            "
1875,"
10,000 - 15,000 USD ","
19,200 USD
","
Nov 15, 2005
", Fidelio Ponce de León,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                25 x 21 in. (63.5 x 53.5 cm.)
                                            "
1876,"
4,000 - 6,000 USD ","
9,600 USD
","
Jul 12, 2005 - Jul 13, 2005
", Graciela Rodo-Boulanger,Christie's New York,The House Sale,"
                                            Oil on canvas
                                        ","
                                                28½ x 23½ in.
                                            "
1877,"
15,000 - 20,000 GBP ","
42,000 GBP
","
Jun 24, 2005
", Jesus-Rafael Soto,Christie's London,Post-War & Contemporary Art Day Sale,"
                                            oil and metal on panel
                                        ","
                                                55 7/8 x 72½in. (142 x 183.2cm.)
                                            "
1878,"
200,000 - 300,000 USD ","
329,600 USD
","
May 25, 2005
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            oil on board laid down on board
                                        ","
                                                18½ x 23½ in. (47 x 59.7 cm.)
                                            "
1879,"
500,000 - 700,000 USD ","
867,200 USD
","
May 25, 2005
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                31½ x 39¼ in. (80 x 100 cm.)
                                            "
1880,"
120,000 - 160,000 USD ","
120,000 USD
","
May 25, 2005
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                31½ x 76¾ in. (80 x 195 cm.)
                                            "
1881,"
30,000 - 40,000 USD ","
48,000 USD
","
May 25, 2005
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                18 x 24 in. (46 x 61 cm.)
                                            "
1882,"
15,000 - 20,000 USD ","
21,600 USD
","
May 25, 2005
", Domingo Ramos,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                39½ x 39½ in. (100.3 x 100.3 cm.)
                                            "
1883,"
400,000 - 500,000 USD ","
576,000 USD
","
May 25, 2005
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                55 x 69 in. (140 x 175 cm.)
                                            "
1884,"
50,000 - 70,000 USD ","
60,000 USD
","
May 25, 2005
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                24 x 12 in. (60.7 x 30.5 cm.)
                                            "
1885,"
26,000 - 28,000 USD ","
33,600 USD
","
May 25, 2005
", Francisco Toledo,Christie's New York,Latin American Art,"
                                            oil and sand on burlap
                                        ","
                                                21¼ x 25½ in. (54 x 65 cm.)
                                            "
1886,"
8,000 - 10,000 USD ","
9,600 USD
","
Jan 11, 2005 - Jan 12, 2005
", Leopoldo Romañach,Christie's New York,The House Sale,"
                                            oil on board
                                        ","
                                                13¾ x 19¼ in (34.8 x 49.4 cm.)
                                            "
1887,"
6,000 - 8,000 EUR ","
12,925 EUR
","
Dec 02, 2004
", Antonio Seguí,Christie's Paris,"ART IMPRESSIONNISTE, MODERNE ET CONTEMPORAIN","
                                            acrylic, pastel and fabric collage  on canvas
                                        ","
                                                114 x 146 cm. (44 7/8 x 57½ in.)
                                            "
1888,"
12,000 - 16,000 USD ","
9,560 USD
","
Dec 01, 2004
", David Alfaro Siqueiros,Doyle New York,Modern & Contemporary & European & American Paintings,"
                                            Acrylic on board
                                        ","
                                                17 x 14 inches (43.2 x 35.6 cm.)
                                            "
1889,"
50,000 - 60,000 USD ","
65,725 USD
","
Nov 17, 2004
", Tomás Sánchez,Christie's New York,LATIN AMERICAN SALE,"
                                            acrylic on canvas board
                                        ","
                                                16 x 20 in. (40.7 x 50.8 cm.)
                                            "
1890,"
30,000 - 40,000 USD ","
136,300 USD
","
Nov 17, 2004
", Jesus-Rafael Soto,Christie's New York,LATIN AMERICAN SALE,"
                                            oil and panel with metal bar
                                        ","
                                                59 7/8 x 59 7/8 in. (152 x 152 cm.)
                                            "
1891,"
500,000 - 700,000 USD ","
567,500 USD
","
Nov 17, 2004
", Rufino Tamayo,Christie's New York,LATIN AMERICAN SALE,"
                                            oil on canvas
                                        ","
                                                53¼ x 76¾ in. (135 x 195 cm.)
                                            "
1892,"
200,000 - 250,000 USD ","
220,300 USD
","
Nov 17, 2004
", Tomás Sánchez,Christie's New York,LATIN AMERICAN SALE,"
                                            acrylic on canvas
                                        ","
                                                59 5/8 x 47 7/8 in. (152.1 x 121.6 cm.)
                                            "
1893,"
30,000 - 40,000 USD ","
28,680 USD
","
Nov 17, 2004
", Angel Zárraga,Christie's New York,LATIN AMERICAN SALE,"
                                            oil on canvas
                                        ","
                                                13 x 21¾ in. (33 x 55 cm.)
                                            "
1894,"
15,000 - 20,000 USD ","
17,925 USD
","
Nov 17, 2004
", René Portocarrero,Christie's New York,LATIN AMERICAN SALE,"
                                            oil on canvas
                                        ","
                                                28 x 19½ in. ( 71 x 49.5 cm.)
                                            "
1895,"
400,000 - 600,000 USD ","
433,100 USD
","
Nov 17, 2004
", Rufino Tamayo,Christie's New York,LATIN AMERICAN SALE,"
                                            oil and sand on canvas
                                        ","
                                                51 x 37¼ in. (129.5 x 94.6 cm.)
                                            "
1896,"
12,000 - 15,000 GBP ","
11,950 GBP
","
Jun 25, 2004
", Jesus-Rafael Soto,Christie's London,Post-War and Contemporary Day Sale,"
                                            oil on panel, metal and nylon wire
                                        ","
                                                23½in. (60cm.) diameter
                                            "
1897,"
1,500 - 2,000 GBP ","
2,151 GBP
","
Apr 01, 2004
", Antonio Seguí,Christie's South Kensington,Post War and Contemporary Art,"
                                            acrylic on canvas
                                        ","
                                                31 7/8 x 25½in. (81 x 65cm.)
                                            "
1898,"
12,000 - 16,000 GBP ","
14,340 GBP
","
Feb 05, 2004
", Jesus-Rafael Soto,Christie's London,Post War and Contemporary Art Day Sale,"
                                            oil, metal and wood
                                        ","
                                                39 3/8 x 40 1/8in. (100 x 102cm.)
                                            "
1899,"
100,000 - 150,000 USD ","
89,625 USD
","
Dec 03, 2003
", Rufino Tamayo,Doyle New York,Modern & Contemporary & European & American Paintings ,"
                                            Oil and sand on canvas
                                        ","
                                                18 1/8 x 21 3/4 inches
                                            "
1900,"
80,000 - 120,000 USD ","
95,600 USD
","
Nov 18, 2003
", David Alfaro Siqueiros,Christie's New York,Latin American Sale,"
                                            pyroxiline on masonite
                                        ","
                                                33 1/8 x 27 3/8 in. (84.2 x 69.5 cm.)
                                            "
1901,"
400,000 - 500,000 USD ","
455,500 USD
","
Nov 18, 2003
", Diego Rivera,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                30 3/8 x 24 in. (77.2 x 61 cm.)
                                            "
1902,"
10,000 - 15,000 USD ","
9,560 USD
","
Nov 18, 2003
", René Portocarrero,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                23 5/8 x 17 5/8 in. (60 x 45 cm.)
                                            "
1903,"
70,000 - 90,000 USD ","
130,700 USD
","
Nov 18, 2003
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on canvas
                                        ","
                                                30 x 39¾ in. (76 x 101 cm.)
                                            "
1904,"
10,000 - 15,000 USD ","
14,340 USD
","
Nov 18, 2003
", René Portocarrero,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                20 x 16 in. (58 x 46 cm.)
                                            "
1905,"
35,000 - 40,000 USD ","
38,240 USD
","
Nov 18, 2003
", Mariano Rodriguez,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                33 7/8 x 47 in. (86 x 119.4 cm.)
                                            "
1906,"
25,000 - 35,000 USD ","
41,825 USD
","
Nov 18, 2003
", Tomás Sánchez,Christie's New York,Latin American Sale,"
                                            acrylic on masonite
                                        ","
                                                16 x 20 in. (41 x 51 cm.)
                                            "
1907,"
25,000 - 30,000 USD ","
38,240 USD
","
Nov 18, 2003
", Juan Soriano,Christie's New York,Latin American Sale,"
                                            oil on canvas
                                        ","
                                                29 1/8 x 23¼ in. (74 x 59 cm.)
                                            "
1908,"
15,000 - 20,000 USD ","
14,340 USD
","
Nov 18, 2003
", Joaquín Torres García,Christie's New York,Latin American Sale,"
                                            ink, gouache and pencil on paper laid down on board
                                        ","
                                                6 3/8 x 5 in. (16.3 x 12.7 cm.)
                                            "
